Name,Dialogue,NextRow,Datatable,EndDialogue?,CharacterName,EN,JP,Actionable?,KR,CH,DE,TH,PH,PT,FR,ES,RU
ch7_michael7,"bebas dari rasa takut,",ch7_michael8,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"free from fear,",恐怖から解放され、,,"두려움에서 벗어나,",脱离恐惧，,"frei von Angst,",ปราศจากความกลัว,"malaya sa takot,","livre do medo,","libre de la peur,","libre de miedo,","свободный от страха,"
ch7_michael8,"bebas dari kehilangan,",ch7_michael9,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"free from loss,",喪失から解放され、,,"상실에서 벗어나,",脱离失落，,"frei von Verlust,",ปราศจากการสูญเสีย,"malaya sa pagkawala,","livre de perdas,","exempt de perte,","libre de pérdida,","без потерь,"
ch7_michael9,hidup seperti yang selalu kau impikan.,ch7_michael10,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,living the way you always dreamed.,いつも夢見ていたように生きるために。,,네가 항상 꿈꿔왔던 삶을 살도록,过着你一直梦想的生活,"lebend so, wie du es immer geträumt hast",ใช้ชีวิตตามที่คุณเคยฝันไว้,mabuhay sa paraang palagi mong pinapangarap.,vivendo do jeito que você sempre sonhou.,vivre comme vous l'avez toujours rêvé.,Vivir como siempre lo soñaste.,"жить так, как вы всегда мечтали."
ch7_michael10,Omong kosong!,ch7_michael11,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,Nonsense!,くだらない！,,말도 안 돼!,胡说！,Unsinn!,ไร้สาระ!,Kalokohan!,Bobagem!,Absurdité!,¡Disparates!,Ерунда!
ch7_michael11,"Oh, dan sisanya? Semua yang kau alami...",ch7_michael12,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"Oh, and the rest? Everything you’ve experienced…",あと、それ以外のこと？お前が経験したすべて…,,그리고 나머지는? 네가 경험한 모든 것…,剩下的呢？你经历的一切…,"Und der Rest? Alles, was du erlebt hast…",อ้อ แล้วที่เหลือล่ะ? ทุกสิ่งที่คุณได้สัมผัสมา...,"Oh, at ang iba pa? Lahat ng naranasan mo...","Ah, e o resto? Tudo o que você vivenciou...","Ah, et le reste ? Tout ce que vous avez vécu…","Ah, ¿y el resto? Todo lo que has vivido...","Ах да, а остальное? Всё, что вы пережили…"
ch7_michael12,"bayangan-bayangan itu,",ch7_michael13,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"those shadows,",その影たち、,,"그 그림자들,",那些影子，,"diese Schatten,",เงาเหล่านั้น,"ang mga anino na iyon,","aquelas sombras,","ces ombres,","esas sombras,","эти тени,"
ch7_michael13,"suara basket yang terus menghantuimu,",ch7_michael14,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"the basketball sounds haunting you,",お前を悩ますバスケットボールの音、,,"널 괴롭히는 농구 소리,",困扰你的篮球声，,"die Basketballgeräusche, die dich quälen,",เสียงบาสเก็ตบอลหลอกหลอนคุณ,"ang basketball tunog ay nagmumulto sa iyo,","os sons do basquete te assombram,","les sons du basket-ball te hantent,","Los sonidos del baloncesto te persiguen,","звуки баскетбола преследуют тебя,"
ch7_michael14,malam-malam terjaga,ch7_michael15,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,those sleepless nights,眠れぬ夜,,그 밤새 잠 못 이루던 날들,那些彻夜难眠的夜晚,diese schlaflosen Nächte,คืนที่นอนไม่หลับเหล่านั้น,yung mga gabing walang tulog,aquelas noites sem dormir,ces nuits blanches,esas noches de insomnio,эти бессонные ночи
ch7_michael15,itu semua adalah ketakutanmu sendiri.,ch7_michael16,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,they’re all your own fears.,それはすべてお前自身の恐怖だ。,,모두 네 자신의 두려움이야,都是你自己的恐惧,das sind alles deine eigenen Ängste,ทั้งหมดนั้นเป็นความกลัวของคุณเอง,lahat sila ay iyong sariling mga takot.,são todos seus próprios medos.,ce sont toutes vos propres peurs.,Son todos tus propios miedos.,это все ваши собственные страхи.
ch7_michael16,Trauma yang tak pernah sembuh,ch7_michael17,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,Trauma that never healed,決して癒えないトラウマ,,치유되지 않은 트라우마,从未治愈的创伤,"Trauma, das nie heilte",บาดแผลที่ไม่เคยหาย,Trauma na hindi naghihilom,Trauma que nunca cicatrizou,Un traumatisme qui n'a jamais guéri,Un trauma que nunca sanó,"Травма, которая никогда не зажила"
ch7_michael17,Kesedihan yang kau kubur,ch7_michael18,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,Sadness you buried,お前が埋めた悲しみ,,너가 묻어둔 슬픔,你埋藏的悲伤,"Traurigkeit, die du vergraben hast",ความเศร้าที่คุณฝังไว้,Kalungkutan na iyong ibinaon,Tristeza que você enterrou,La tristesse que tu as enterrée,Tristeza que enterraste,"Грусть, которую ты похоронил"
ch7_michael18,"Kamar gelap itu, dentuman mobil…",ch7_michael19,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"That dark room, the crash of the car…",あの暗い部屋、車の衝突…,,"그 어두운 방, 차 사고…",那间黑暗的房间，车祸…,"Dieses dunkle Zimmer, der Autounfall…",ห้องมืดนั้น เสียงรถชน…,"Ang madilim na silid na iyon, ang pagbangga ng sasakyan...","Aquele quarto escuro, o estrondo do carro…","Cette pièce sombre, le fracas de la voiture…","Esa habitación oscura, el choque del coche…","Эта темная комната, грохот автомобиля…"
ch7_michael19,semuanya kau ciptakan,ch7_michael20,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,you created them all,すべてお前が作り出した,,모두 네가 만든 거야,都是你创造的,du hast sie alle erschaffen,คุณสร้างพวกเขาทั้งหมด,nilikha mo silang lahat,você criou todos eles,tu les as tous créés,Tú los creaste a todos,ты создал их всех
ch7_michael20,Kau hanya ingin membuatku gila.,ch7_michael21,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,You just want to drive me insane.,俺を狂わせたいだけだろう。,,넌 날 미치게 만들고 싶은 거지,你只是想逼我发疯,Du willst mich einfach in den Wahnsinn treiben,คุณแค่ต้องการทำให้ฉันบ้า,Gusto mo lang akong mabaliw.,Você só quer me deixar louco.,Tu veux juste me rendre fou.,Sólo quieres volverme loco.,Ты просто хочешь свести меня с ума.
ch7_michael21,"Kau muak juga, kan?",ch7_michael22,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"You’re sick of it too, aren’t you?",お前ももううんざりしてるだろ？,,"너도 지쳤지, 그렇지 않아?",你也受够了吗，不是吗？,"Du hast es auch satt, oder?",คุณก็เบื่อมันเหมือนกันใช่ไหมล่ะ?,"Nasasaktan ka rin, hindi ba?","Você também está cansado disso, não é?","Toi aussi, tu en as marre, n’est-ce pas ?","Estás harto de esto también, ¿no?","Тебе ведь тоже это надоело, да?"
ch7_michael22,"Dengan duduk berjam-jam di ruang Sarah,",ch7_michael23,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"Sitting for hours in Sarah’s office,",サラのオフィスで何時間も座って、,,"Sarah 사무실에 몇 시간씩 앉아,",在 Sarah 的办公室里坐几个小时，,"Stundenlang im Büro von Sarah sitzen,",นั่งอยู่ในออฟฟิศของซาราห์เป็นเวลาหลายชั่วโมง,"Ilang oras na nakaupo sa opisina ni Sarah,","Sentado por horas no escritório de Sarah,","Assis pendant des heures dans le bureau de Sarah,","Sentado durante horas en la oficina de Sarah,","Сидя часами в офисе Сары,"
ch7_michael23,mendengar kalimat yang sama berulang-ulang,ch7_michael24,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,hearing the same lines over and over,同じ言葉を何度も聞き、,,같은 말을 반복해서 듣고,一次又一次听同样的话,immer wieder die gleichen Sätze hören,ได้ยินประโยคเดิมๆ ซ้ำแล้วซ้ำเล่า,paulit-ulit na naririnig ang parehong mga linya,ouvindo as mesmas falas repetidamente,entendre les mêmes lignes encore et encore,Escuchando las mismas líneas una y otra vez,слышу одни и те же строки снова и снова
ch7_michael24,Menelan obat penenang yang membuatmu mati rasa.,ch7_michael25,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,Swallowing sedatives that numb you.,麻痺させる鎮静剤を飲み、,,너를 무감각하게 만드는 진정제 삼키고,吞下让你麻木的镇静药,"Beruhigungsmittel schlucken, die dich taub machen",การกลืนยาระงับประสาทที่ทำให้คุณชา,Ang paglunok ng mga pampakalma na nagpapamanhid sa iyo.,Engolir sedativos que deixam você anestesiado.,Avaler des sédatifs qui vous engourdissent.,Tragar sedantes que te adormecen.,"Прием седативных препаратов, вызывающих онемение."
ch7_michael25,Menjalani terapi yang tak pernah membuat semuanya hilang.,ch7_michael26,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,Going through therapy that never makes it go away.,何も解決しないセラピーを受ける。,,결코 사라지지 않는 치료를 받으며,进行永远无法消除痛苦的治疗,"Therapien durchlaufen, die nie etwas beseitigen",ต้องเข้ารับการบำบัดที่ไม่เคยหายขาด,Dumadaan sa therapy na hinding-hindi nawawala.,Passando por terapia que nunca faz isso ir embora.,Suivre une thérapie qui ne fait jamais disparaître le problème.,Pasar por una terapia que nunca lo hace desaparecer.,"Прохожу терапию, которая так и не помогает."
ch7_michael26,"Kau ingin berhenti, Ryan",ch7_michael27,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"You want to stop, Ryan",やめたいだろ、ライアン,,"멈추고 싶지, Ryan",你想停下来，Ryan,"Du willst aufhören, Ryan",คุณต้องการที่จะหยุดไรอัน,"Gusto mong tumigil, Ryan","Você quer parar, Ryan?","Tu veux arrêter, Ryan","Quieres parar, Ryan","Ты хочешь остановиться, Райан?"
ch7_michael27,Diam!,ch7_michael28,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,Shut up!,黙れ！,,닥쳐!,闭嘴！,Halt die Klappe!,เงียบปากซะ!,tumahimik ka!,Cale-se!,Fermez-la!,¡Callarse la boca!,Замолчи!
ch7_michael28,"Di sini, kau tak perlu lagi semua itu.",ch7_michael29,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"Here, you won’t need any of that anymore.",ここでは、もうそんなものは必要ない。,,여기선 더 이상 그런 건 필요 없어,在这里，你再也不需要那些了,Hier brauchst du all das nicht mehr,ที่นี่คุณจะไม่ต้องการสิ่งนั้นอีกต่อไป,"Dito, hindi mo na kakailanganin ang anuman niyan.","Aqui, você não precisará mais de nada disso.","Ici, vous n’aurez plus besoin de tout ça.",Aquí ya no necesitarás nada de eso.,Здесь вам больше ничего из этого не понадобится.
ch7_michael29,Menetaplah bersamaku…,ch7_michael30,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,Stay with me…,俺と一緒にいろ…,,내 곁에 있어…,留在我身边…,Bleib bei mir…,อยู่กับฉันนะ…,Manatili sa akin…,Fique comigo…,Restez avec moi…,Quédate conmigo…,Останься со мной…
ch7_michael30,dan kau akan mendapatkan hidup yang kau mau. ,ch7_michael31,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,and you’ll have the life you want.,そしてお前の望む人生を手に入れろ。,,그러면 네가 원하는 삶을 살 수 있어,你就能拥有你想要的生活,"und du wirst das Leben haben, das du willst",และคุณจะมีชีวิตอย่างที่คุณต้องการ,at magkakaroon ka ng buhay na gusto mo.,e você terá a vida que deseja.,et tu auras la vie que tu veux.,y tendrás la vida que deseas.,"и у вас будет жизнь, о которой вы мечтаете."
ch7_michael31,Bahkan orang-orang yang sudah lama pergi,ch7_michael32,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,Even the people long gone,もういなくなった人たちでさえ,,이미 떠난 사람들조차도,即使是那些早已离去的人,Sogar die längst Verstorbenen,แม้แต่ผู้คนที่จากไปนานแล้ว,Kahit na ang mga tao ay matagal nang nawala,Até mesmo as pessoas que já se foram,Même les gens partis depuis longtemps,Incluso las personas que se fueron hace mucho tiempo,"Даже люди, которых давно нет"
ch7_michael32,Dasar keparat!,ch7_michael33,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,You bastard!,この野郎！,,이 자식아!,你这混蛋！,Du Bastard!,ไอ้สารเลว!,bastard ka!,Seu desgraçado!,Espèce de salaud !,¡Bastardo!,Ты ублюдок!
ch7_michael33,"Kau sangat ingin berjumpa dengan kedua orang tuamu, kan?",ch7_michael34,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"You want to see your parents again, don’t you?",両親にもう一度会いたいだろ？,,"다시 부모님을 보고 싶지, 그렇지?",你想再见到你的父母，不是吗？,"Du willst deine Eltern wiedersehen, oder?",คุณอยากพบพ่อแม่ของคุณอีกครั้งใช่ไหม?,"Gusto mong makita muli ang iyong mga magulang, hindi ba?","Você quer ver seus pais novamente, não é?","Tu veux revoir tes parents, n’est-ce pas ?",Quieres volver a ver a tus padres ¿no?,"Ты хочешь снова увидеть своих родителей, не так ли?"
ch7_michael34,Di sini… kau bisa. Mereka menunggumu.,ch7_michael35,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,Here… you can. They’re waiting for you.,ここでは…会える。彼らはお前を待っている。,,여기… 그럴 수 있어. 그들이 널 기다리고 있어,在这里…你可以。他们在等你,Hier… das kannst du. Sie warten auf dich,นี่…คุณทำได้ พวกเขากำลังรอคุณอยู่,Dito... kaya mo. Hinihintay ka nila.,Aqui... você pode. Eles estão esperando por você.,Ici… c'est possible. Ils vous attendent.,Aquí… puedes. Te están esperando.,Вот... можешь. Тебя ждут.
ch7_michael35,"Kau tak perlu lagi bangun tiap pagi untuk tugas yang tak ada habisnya,",ch7_michael36,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"You won’t have to wake up every morning to endless tasks,",毎朝、終わりのない仕事のために起きる必要はない、,,"매일 아침 끝없는 일거리로 깨어날 필요 없어,",你不必每天早上醒来面对无尽的任务，,"Du musst nicht jeden Morgen aufstehen für endlose Aufgaben,",คุณจะไม่ต้องตื่นเช้ามาทำภารกิจที่ไม่รู้จบอีกต่อไป,"Hindi mo na kailangang gumising tuwing umaga sa walang katapusang mga gawain,","Você não terá que acordar todas as manhãs com tarefas intermináveis,","Vous n’aurez pas à vous réveiller chaque matin avec des tâches sans fin,","No tendrás que despertarte cada mañana con un sinfín de tareas,","Вам не придется просыпаться каждое утро для бесконечных задач,"
ch7_michael36,bekerja demi kebutuhan yang terus menelan hidupmu.,ch7_michael37,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,working for needs that keep devouring your life.,生活を蝕むための要求に従う必要もない。,,네 삶을 계속 갉아먹는 필요를 위해 일하지 않아도 돼,为不断吞噬你生活的需求工作,"arbeiten für Bedürfnisse, die dein Leben ständig verschlingen",ทำงานเพื่อตอบสนองความต้องการที่คอยกัดกินชีวิตคุณอยู่ตลอดเวลา,nagtatrabaho para sa mga pangangailangan na patuloy na lumalamon sa iyong buhay.,trabalhando por necessidades que continuam devorando sua vida.,travailler pour des besoins qui continuent de dévorer votre vie.,trabajando por necesidades que siguen devorando tu vida.,"работая на удовлетворение потребностей, которые продолжают поглощать вашу жизнь."
ch7_michael37,"Di sini, kau bebas.",ch7_michael38,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"Here, you’re free.",ここでは、お前は自由だ。,,여기선 자유야,在这里，你是自由的,Hier bist du frei,นี่คุณเป็นอิสระแล้ว,"Dito, libre ka.","Aqui, você é livre.","Ici, tu es libre.",Aquí eres libre.,Здесь вы свободны.
ch7_michael38,KAU MONSTER!,ch7_michael39,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,YOU MONSTER!,お前はモンスターだ！,,너 괴물이야!,你这个怪物！,DU MONSTER!,คุณมันปีศาจ!,HALIMAW KA!,SEU MONSTRO!,"TOI, MONSTRE !",¡¡¡MONSTRUO!!!,ТЫ МОНСТР!
ch7_michael39,Kau menciptakanku seperti kau menciptakan mimpimu.,ch7_michael40,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,You created me like you created your dream.,君は夢を作るように、僕を創り出した。,,너는 꿈을 만들듯이 나를 만들었어.,你像创造梦想一样创造了我。,"Du hast mich erschaffen, so wie du deinen Traum erschaffen hast.",คุณสร้างฉันเหมือนที่คุณสร้างความฝันของคุณ,Nilikha mo ako tulad ng ginawa mo sa iyong pangarap.,Você me criou como criou seu sonho.,Tu m'as créé comme tu as créé ton rêve.,Me creaste como creaste tu sueño.,"Ты создал меня, как создал свою мечту."
ch7_michael40,"Dan agar lebih sempurna, kau memberiku wajah idolamu.",ch7_michael41,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"And to make it perfect, you gave me the face of your idol.",そして完璧にするために、君の憧れの顔を与えた。,,그리고 더 완벽하게 하기 위해 네가 동경하는 얼굴을 내게 주었지.,为了更完美，你给了我你偶像的面孔。,"Und um es vollkommener zu machen, gabst du mir das Gesicht deines Idols.",และเพื่อให้สมบูรณ์แบบ คุณได้มอบใบหน้าไอดอลของคุณให้กับฉัน,"At para maging perpekto, binigyan mo ako ng mukha ng iyong idolo.","E para ficar perfeito, você me deu o rosto do seu ídolo.","Et pour que ce soit parfait, tu m'as donné le visage de ton idole.","Y para hacerlo perfecto, me regalaste la cara de tu ídolo.","И чтобы сделать его идеальным, ты подарил мне лицо своего кумира."
ch7_michael41,"Supaya sakitnya lebih terasa, bukan?",ch7_michael42,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"So the pain would feel sharper, wouldn’t it?",痛みをもっと鮮明に感じさせるために、そうだろう？,,"그래야 아픔이 더 선명해지니까, 그렇지?",这样痛苦才会更深，不是吗？,"Damit der Schmerz noch deutlicher zu spüren ist, nicht wahr?",จะได้รู้สึกเจ็บแสบมากขึ้นใช่ไหมครับ?,"Kaya mas matindi ang sakit, hindi ba?","Então a dor seria mais aguda, não é?","La douleur serait donc plus vive, n’est-ce pas ?",Entonces el dolor sería más agudo ¿no?,"Боль будет ощущаться острее, не так ли?"
ch7_michael42,Matilah kau!!!,ch7_michael43,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,Die!!!,死ね！！！,,죽어라!!!,去死吧！！！,Stirb!!!,ตาย!!!,mamatay!!!,Morrer!!!,Mourir!!!,¡¡¡Morir!!!,Умри!!!
ch7_michael43,"Ayo, buktikan kau berbeda dariku!",ch7_michael44,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,Michael,"Come on, prove you’re different from me!",さあ、俺と違うことを証明しろ！,,"자, 날 달리 다르다는 걸 증명해 봐!",来吧，证明你和我不同！,"Komm schon, beweis, dass du anders bist als ich!",มาพิสูจน์สิว่าคุณแตกต่างจากฉัน!,"Halika, patunayan mong iba ka sa akin!","Vamos lá, prove que você é diferente de mim!","Allez, prouve que tu es différent de moi !","¡Vamos, demuestra que eres diferente a mí!","Давай, докажи, что ты отличаешься от меня!"
ch7_michael44,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,None,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',True,Michael,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,ハハハハハハハハハハハハハハハハハハ,,하하하하하하하하하하하하하하하,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,ฮ่าฮ่าฮ่าฮ่าฮ่าฮ่าฮ่าฮ่าฮ่าฮ่าฮ่าฮ่า,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,AHA ...,JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA,ХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХАХА
ch7_angry,Entah berapa lama lagi aku bisa menahan ini…,ch7_angry2,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,I don’t know how much longer I can hold on to this.,これをどれだけ長く耐えられるか、もう分からない…,,도대체 얼마까지 버틸 수 있을까…,我不知道还能坚持多久…,"Ich weiß nicht, wie lange ich das noch aushalten kann…",ฉันไม่รู้ว่าฉันจะสามารถยึดสิ่งนี้ไว้ได้อีกนานแค่ไหน,Hindi ko alam kung hanggang kailan ko kayang panindigan ito.,Não sei por quanto tempo mais conseguirei aguentar isso.,Je ne sais pas combien de temps encore je pourrai tenir ça.,No sé cuánto tiempo más podré aguantar esto.,"Я не знаю, как долго я смогу это выдерживать."
ch7_angry2,Hari-hari terus berulang,ch7_angry3,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,The days just keep repeating.,日々は繰り返される,,매일 똑같이 반복돼,日子不断重复,Die Tage wiederholen sich,วันเวลาก็ยังคงวนเวียนซ้ำไปซ้ำมา,Paulit-ulit lang ang mga araw.,Os dias continuam se repetindo.,Les jours continuent de se répéter.,Los días simplemente se repiten.,Дни просто повторяются.
ch7_angry3,Suara yang sama. Bayangan yang sama. Tatapan itu lagi.,ch7_angry4,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,"The same voice, the same shadow, that same stare again.",同じ声。同じ影。そして同じ視線。,,"똑같은 소리, 똑같은 모습, 똑같은 눈빛",同样的声音，同样的影子，同样的凝视,"Die gleiche Stimme, der gleiche Schatten, derselbe Blick wieder",เสียงเดิม เงาเดิม จ้องมองเดิมอีกครั้ง,"Ang parehong boses, ang parehong anino, ang parehong titig muli.","A mesma voz, a mesma sombra, o mesmo olhar novamente.","La même voix, la même ombre, ce même regard encore.","La misma voz, la misma sombra, esa misma mirada otra vez.","Тот же голос, та же тень, тот же взгляд."
ch7_angry4,"Sampai kadang aku tak tahu… yang kulihat ini nyata,",ch7_angry5,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,"Sometimes I don’t even know if what I’m seeing is real,",時には、自分が見ているものが現実なのか分からなくなる…,,가끔은 내가 보는 게 진짜인지도 모르겠어,有时候我甚至不知道…我看到的是真的，,"Bis ich manchmal nicht mehr weiß… ob das, was ich sehe, real ist,",บางครั้งฉันไม่รู้ด้วยซ้ำว่าสิ่งที่ฉันเห็นนั้นเป็นเรื่องจริงหรือไม่,"Minsan hindi ko alam kung totoo ba ang nakikita ko,","Às vezes nem sei se o que vejo é real,","Parfois, je ne sais même pas si ce que je vois est réel,","A veces ni siquiera sé si lo que veo es real,","Иногда я даже не знаю, реально ли то, что я вижу,"
ch7_angry5,atau hanya bagian dari delusi yang pelan-pelan memakan kepalaku.,None,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',True,,or just part of the delusion slowly eating away at my mind.,それとも、ゆっくり心を蝕む妄想の一部なのか。,,아니면 그냥 망상이 조금씩 내 머리를 갉아먹는 건지,还是慢慢侵蚀我心智的妄想的一部分,"oder nur ein Teil der Illusion, die langsam meinen Verstand auffrisst",หรือเป็นเพียงส่วนหนึ่งของความหลงผิดที่กัดกินจิตใจของฉันอย่างช้าๆ,o bahagi lang ng maling akala na unti-unting kumakain sa aking isipan.,ou apenas parte da ilusão que lentamente corrói minha mente.,ou juste une partie de l'illusion qui ronge lentement mon esprit.,o simplemente una parte de la ilusión que lentamente va carcomiendo mi mente.,"или просто часть заблуждения, медленно разъедающего мой разум."
ch7_crazy,Aku mulai gila… gila segila-gilanya.,ch7_crazy1,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,I’m losing it… completely losing it.,私は狂っている…完全に狂っている。,,나 미쳐가… 완전히 미쳐가고 있어,我快疯了…彻底疯了,Ich werde verrückt… völlig verrückt,ฉันกำลังจะเสียมันไป…เสียมันไปโดยสิ้นเชิง,Nawawala ko ito... tuluyang nawala.,Estou perdendo... perdendo completamente.,Je suis en train de perdre la tête… complètement.,Lo estoy perdiendo... lo estoy perdiendo completamente.,Я теряю это... полностью теряю это.
ch7_crazy1,Bahkan… pikiran untuk mengakhirinya sudah jadi hal yang biasa mampir di kepalaku,ch7_crazy2,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,Even the thought of ending it… keeps coming back.,さらには…終わらせることさえ、しばしば頭に浮かぶ。,,심지어 끝내버리고 싶다는 생각도 이제 익숙해졌어,甚至…结束这一切的念头已经经常出现在我脑海,"Sogar… der Gedanke, alles zu beenden, besucht regelmäßig meinen Geist",แม้แต่ความคิดที่จะจบมัน...ก็ยังวนเวียนกลับมา,Kahit na ang pag-iisip na tapusin ito... ay bumabalik.,Até mesmo o pensamento de acabar com isso… continua voltando.,Même l’idée d’en finir… revient sans cesse.,Incluso el pensamiento de terminarlo… sigue volviendo.,"Даже мысль о том, чтобы покончить с этим… постоянно возвращается."
ch7_crazy2,Dan aku… ,ch7_crazy3,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',False,,And I…,そして私は…,,그리고 난…,而我…,Und ich…,แล้วฉันก็…,At ako…,E eu…,Et moi…,Y yo…,И я…
ch7_crazy3,...mulai merasa itu bukan ide yang buruk.,None,/Script/Engine.DataTable'/Game/Dialogue/Chapter7_Dialogue.Chapter7_Dialogue',True,,…am starting to feel like maybe it’s not such a bad idea.,…それがそんなに悪いことではない気がしてきた。,,그게 나쁜 생각만은 아닌 것 같아,…开始觉得这也许并不是个坏主意,"…beginne zu fühlen, dass es vielleicht gar keine so schlechte Idee ist",…เริ่มรู้สึกว่ามันอาจไม่ใช่ความคิดที่แย่อะไร,…nagsisimula na akong makaramdam na baka hindi ito masamang ideya.,…estou começando a achar que talvez não seja uma má ideia.,…je commence à penser que ce n’est peut-être pas une si mauvaise idée.,…estoy empezando a sentir que tal vez no sea tan mala idea.,"…я начинаю думать, что, возможно, это не такая уж плохая идея."
